TABLE_NAME,FIELD_NAME,REQUIRED,REF_TABLE,REF_FIELD,DATA_TYPE,DATA_FORMAT,REPLICATED,UNIT_OF_MEASURE,VALUE_SET,VALUE_DESCRIPTION,DEFINITION
LAB_RESULT_CM ,RESULT_UNIT,NO,,,TEXT(11),,NO,,,,Converted/standardized units for the result. Please see the standard abbreviations reference table for additional details.
LAB_RESULT_CM ,NORM_RANGE_LOW,NO,,,TEXT(10),,NO,,,,"Lower bound of the normal range assigned by the laboratory. Value should only contain the value of the lower bound. The symbols >, <, >=, <= should be removed. For example, if the normal range for a test is >100 and <300, then ""100"" should be entered."
LAB_RESULT_CM ,MODIFIER_LOW,NO,,,TEXT(2),,NO,,EQ;GE;GT;NO;NI;UN;OT,"EQ=Equal
GE=Greater than or equal to
GT=Greater than
NO=No lower limit
NI=No information
UN=Unknown
OT=Other","Modifier for NORM_RANGE_LOW values. 

For numeric results one of the following needs to be true: 
1) Both MODIFIER_LOW and MODIFIER_HIGH contain EQ (e.g. normal values fall in the range 3-10)
2) MODIFIER_LOW contains GT or GE and MODIFIER_HIGH contains NO (e.g. normal values are >3 with no upper boundary)
3) MODIFIER_HIGH contains LT or LE and MODIFIER_LOW contains NO (e.g. normal values are <=10 with no lower boundary)"
LAB_RESULT_CM ,NORM_RANGE_HIGH,NO,,,TEXT(10),,NO,,,,"Upper bound of the normal range assigned by the laboratory. Value should only contain the value of the upper bound. The symbols >, <, >=, <= should be removed. For example, if the normal range for a test is >100 and <300, then ""300"" should be entered."
LAB_RESULT_CM ,MODIFIER_HIGH,NO,,,TEXT(2),,NO,,EQ;LE;LT;NO;NI;UN;OT,"EQ=Equal
LE=Less than or equal to
LT=Less than
NO=No higher limit
NI=No information
UN=Unknown
OT=Other","Modifier for NORM_RANGE_HIGH values. 

For numeric results one of the following needs to be true: 
1) Both MODIFIER_LOW and MODIFIER_HIGH contain EQ (e.g. normal values fall in the range 3-10)
2) MODIFIER_LOW contains GT or GE and MODIFIER_HIGH contains NO (e.g. normal values are >3 with no upper boundary)
3) MODIFIER_HIGH contains LT or LE and MODIFIER_LOW contains NO (e.g. normal values are <=10 with no lower boundary)"
LAB_RESULT_CM ,ABN_IND,NO,,,TEXT(2),,NO,,AB;AH;AL;CH;CL;CR;IN;NL;NI;UN;OT,"AB=Abnormal
AH=Abnormally high
AL=Abnormally low
CH=Critically high
CL=Critically low
CR=Critical
IN=Inconclusive
NL=Normal
NI=No information
UN=Unknown
OT=Other",Abnormal result indicator. This value comes from the source data; do not apply logic to create it.
LAB_RESULT_CM ,RAW_LAB_NAME,NO,,,TEXT(x),,NO,,,,"Local code related to an individual lab test. This variable will not be used in queries, but may be used by local programmers to associate a record with a particular LAB_NAME."
LAB_RESULT_CM ,RAW_LAB_CODE,NO,,,TEXT(x),,NO,,,,"Local code related to an individual lab test. This variable will not be used in queries, but may be used by local programmers to associate a record with a particular LAB_NAME."
LAB_RESULT_CM ,RAW_PANEL,NO,,,TEXT(x),,NO,,,,"Local code related to a battery or panel of lab tests. This variable will not be used in queries, but may be used by local programmers to associate a record with a particular LAB_NAME."
LAB_RESULT_CM ,RAW_RESULT,NO,,,TEXT(x),,NO,,,,"The original test result value as seen in your source data. Values may include a decimal point, a sign or text (e.g., POSITIVE, NEGATIVE, DETECTED). The symbols >, <, >=, <= should be removed from the value and stored in the Modifier variable instead."
LAB_RESULT_CM ,RAW_UNIT,NO,,,TEXT(x),,NO,,,,Original units for the result in your source data.
LAB_RESULT_CM ,RAW_ORDER_DEPT,NO,,,TEXT(x),,NO,,,,Local code for ordering provider department.
LAB_RESULT_CM ,RAW_FACILITY_CODE,NO,,,TEXT(x),,NO,,,,Local facility code that identifies the hospital or clinic. Taken from facility claims.
CONDITION,PATID,YES,PATIENT,PATID,TEXT(x),,NO,,,,Arbitrary person-level identifier. Used to link across tables.
CONDITION,ENCOUNTERID,NO,ENCOUNTER,ENCOUNTERID,TEXT(x),,NO,,,,"Arbitrary encounter-level identifier used to link across tables. This is an optional field, and should only be populated if the item was collected as part of a healthcare encounter."
CONDITION,REPORT_DATE,YES,,,TEXT(10),YYYY-MM-DD,NO,DATE,,,Date condition was noted. Please note that this date may not correspond to onset date.
CONDITION,RESOLVE_DATE,NO,,,TEXT(10),YYYY-MM-DD,NO,DATE,,,"Date condition was resolved, if resolution of a transient condition has been achieved. A resolution date is not generally expected for chronic conditions, even if the condition is managed."
CONDITION,CONDITION_STATUS,NO,,,TEXT(2),,NO,,AC;RS;IN;NI;UN;OT,"AC=Active
RS=Resolved
IN=Inactive
NI=No information
UN=Unknown
OT=Other","Condition status corresponding with REPORT_DATE.

Guidance: The value of IN=Inactive may be used in situations where a condition is not resolved, but is not currently active (for example, psoriasis)."
CONDITION,CONDITION,YES,,,TEXT(18),,NO,,,,"Condition code. 

Leading zeroes and different levels of decimal precision are permissible in this field. Please populate the exact textual value of this diagnosis code, but remove source-specific suffixes and prefixes. Other codes should be listed as recorded in the source data."
CONDITION,CONDITION_TYPE,YES,,,TEXT(2),,NO,,09;10;11;SM;HP;NI;UN;OT,"09=ICD-9-CM
10=ICD-10-CM
11=ICD-11-CM
SM=SNOMED CT
HP=Human Phenotype Ontology
NI=No information
UN=Unknown
OT=Other","Condition code type. 

Please note: The “Other” category is meant to identify internal use ontologies and codes."
CONDITION,CONDITION_SOURCE,NO,,,TEXT(2),,NO,,PR;HC;RG;NI;UN;OT,"PR=Patient-reported medical history
HC=Healthcare problem list
RG=Registry cohort
NI=No information
UN=Unknown
OT=Other","Please note: The “Patient-reported” category can include reporting by a proxy, such as patient’s family or guardian.

Guidance: “Registry cohort” generally refers to cohorts of patients flagged with a certain set of characteristics for management within a health system.

“Patient-reported” can include self-reported medical history and/or current medical conditions, not captured via healthcare problem lists or registry cohorts."
CONDITION,RAW_CONDITION_STATUS,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
CONDITION,RAW_CONDITION,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
CONDITION,RAW_CONDITION_TYPE,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
CONDITION,RAW_CONDITION_SOURCE,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
PRO_CM,PATID,YES,PATIENT,PATID,TEXT(x),,NO,,,,Arbitrary person-level identifier for the patient for whom the PRO response was captured. Used to link across tables.
PRO_CM,ENCOUNTERID,NO,ENCOUNTER,ENCOUNTERID,TEXT(x),,NO,,,,"Arbitrary encounter-level identifier used to link across tables. This is an optional field, and should only be populated if the item was collected as part of a healthcare encounter."
PRO_CM,PRO_ITEM,YES,,,TEXT(7),,NO,,PN_0001;PN_0002;PN_0003;PN_0004;PN_0005;PN_0006;PN_0007;PN_0008;PN_0009;PN_0010;PN_0011;PN_0012;PN_0013;PN_0014;PN_0015;PN_0016;PN_0017;PN_0018;PN_0019;PN_0020;PN_0021,"PN_0001=GLOBAL01
PN_0002=GLOBAL02
PN_0003=GLOBAL06
PN_0004=PFA53
PN_0005=EDDEP29
PN_0006=HI7
PN_0007=SLEEP20
PN_0008=SRPPER11_CAPS
PN_0009=PAININ9
PN_0010=3793R1
PN_0011=28676R1
PN_0012=EOS_P_011
PN_0013=PEDSGLOBAL2
PN_0014=PEDSGLOBAL5
PN_0015=PEDSGLOBAL6
PN_0016=GLOBAL03
PN_0017=GLOBAL04
PN_0018=EDANX53
PN_0019=SAMHSA
PN_0020=CAHPS 4.0
PN_0021=PA070",PCORnet identifier for the specific Common Measure item. Please see the Common Measures reference table for more details.
PRO_CM,PRO_LOINC,NO,,,TEXT(10),,NO,,,,"LOINC code for item context and stem. Please see the reference table for known LOINC codes for each common measure.

Logical Observation Identifiers, Names, and Codes (LOINC) from the Regenstrief Institute. Results with local versions of LOINC codes (e.g., LOINC candidate codes) should be included in the RAW_ table field, but the PRO_LOINC variable should be set to missing. Current LOINC codes are from 3-7 characters long but Regenstrief suggests a length of 10 for future growth. The last digit of the LOINC code is a check digit and is always preceded by a hyphen. All parts of the LOINC code, including the hyphen, must be included. Do not pad the LOINC code with leading zeros. 
"
PRO_CM,PRO_DATE,YES,,,TEXT(10),YYYY-MM-DD,NO,DATE,,,The date of the response.
PRO_CM,PRO_TIME,YES,,,TEXT(5),HH:MI (24-hour clock and zero padding),NO,TIME,,,The time of the response.
PRO_CM,PRO_RESPONSE,NO,,,NUMBER(8),,NO,,,,The numeric response recorded for the item. Please see the Common Measures reference table for the list of valid responses for each item.
PRO_CM,PRO_METHOD,NO,,,TEXT(2),,NO,,PA;EC;PH;IV;NI;UN;OT,"PA=Paper 
EC=Electronic 
PH=Telephonic
IV=Telephonic with interactive voice response (IVR) technology
NI=No information
UN=Unknown
OT=Other","Method of administration. Electronic includes responses captured via a personal or tablet computer, at web kiosks, or via a smartphone."
PRO_CM,PRO_MODE,NO,,,TEXT(2),,NO,,"SF;SA;PR;PA;NI;UN;OT
","SF=Self without assistance
SA= Self with assistance
PR=Proxy without assistance
PA=Proxy with assistance
NI=No information
UN=Unknown
OT=Other","The person who responded on behalf of the patient for whom the response was captured. A proxy report is a measurement based on a report by someone other than the patient reporting as if he or she is the patient, such as a parent responding for a child, or a caregiver responding for an individual unable to report for themselves. Assistance excludes providing interpretation of the patient’s response. "
PRO_CM,PRO_CAT,NO,,,TEXT(2),,NO,,"Y;N;NI;UN;OT
","Y=Yes
N=No
NI=No information
UN=Unknown
OT=Other",Indicates whether Computer Adaptive Testing (CAT) was used to administer the survey or instrument that the item was part of. May apply to electronic (EC) and telephonic (PH or IV) modes. 
PRO_CM,RAW_PRO_CODE,NO,,,TEXT(x),,NO,,,,"Optional field for originating code, such as LOINC candidate codes that have not yet been adopted"
PRO_CM,RAW_PRO_RESPONSE,NO,,,TEXT(x),,NO,,,,"Optional field for originating value of field, prior to mapping into the PCORnet CDM value set."
